col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Home,868,34,Electronics,493,812,Electronics,392,682,Clothing,972,393,Clothing,14,775,Books,94,955,Sports,211,897,Clothing,624,450,Sports,26,143,Clothing,427,161,Electronics,352,238,Clothing,834,736,Home,198,78,Sports,117,286,Home,973,800,Clothing,402,685,Home,184
Clothing,209,34,Home,316,180,Home,711,935,Electronics,701,759,Electronics,784,52,Electronics,726,904,Sports,945,112,Books,409,114,Sports,19,355,Sports,263,556,Clothing,930,290,Clothing,751,551,Sports,285,98,Clothing,329,276,Electronics,712,29,Books,612,605,Books,517
Books,933,688,Sports,189,177,Sports,994,532,Books,27,578,Home,703,845,Home,373,135,Clothing,813,560,Books,684,344,Clothing,423,718,Electronics,227,603,Electronics,53,25,Sports,26,423,Clothing,634,578,Electronics,104,30,Electronics,99,977,Electronics,983,53,Clothing,526
Sports,428,417,Sports,52,487,Clothing,356,757,Books,251,922,Electronics,591,811,Clothing,579,986,Electronics,902,716,Home,946,825,Home,373,532,Sports,429,649,Electronics,198,813,Home,374,569,Electronics,790,136,Sports,451,629,Books,963,666,Electronics,791,464,Home,241
Clothing,393,708,Sports,564,414,Sports,55,983,Sports,508,362,Sports,356,724,Sports,739,405,Clothing,725,32,Books,976,323,Clothing,4,256,Books,746,689,Sports,125,892,Clothing,90,201,Books,561,191,Electronics,984,104,Clothing,463,393,Books,756,481,Books,703
Home,826,998,Clothing,332,692,Electronics,617,207,Clothing,972,323,Clothing,530,901,Electronics,371,402,Electronics,537,699,Clothing,766,93,Books,916,751,Clothing,923,524,Books,141,752,Clothing,515,739,Electronics,434,664,Electronics,216,616,Home,348,436,Home,389,621,Electronics,870
Clothing,916,158,Clothing,499,37,Books,944,914,Sports,703,271,Electronics,357,763,Clothing,435,722,Sports,773,960,Electronics,344,788,Electronics,553,317,Home,910,426,Sports,214,694,Home,398,885,Books,831,868,Electronics,943,358,Sports,727,809,Clothing,61,699,Electronics,776
Books,109,757,Sports,977,575,Clothing,755,116,Sports,128,780,Sports,735,408,Sports,646,513,Sports,552,525,Electronics,103,801,Books,191,495,Sports,334,16,Clothing,32,102,Electronics,236,929,Sports,842,709,Home,507,264,Home,199,616,Clothing,695,300,Books,904
Sports,889,500,Home,318,268,Sports,586,679,Electronics,416,531,Sports,241,42,Sports,166,219,Books,980,728,Sports,227,968,Electronics,675,925,Sports,282,483,Sports,702,192,Electronics,164,878,Home,879,252,Electronics,506,121,Home,595,573,Electronics,586,503,Books,478
Books,348,366,Books,410,785,Electronics,314,867,Home,828,745,Clothing,552,546,Sports,276,776,Sports,190,30,Electronics,104,56,Home,68,52,Electronics,184,719,Home,540,16,Sports,530,185,Home,277,151,Clothing,543,246,Electronics,126,787,Clothing,307,509,Electronics,574
Electronics,50,340,Books,323,802,Books,104,285,Electronics,419,526,Electronics,13,471,Electronics,492,860,Electronics,179,429,Clothing,883,440,Clothing,631,928,Clothing,427,899,Books,225,37,Books,361,723,Books,883,65,Electronics,21,641,Electronics,129,408,Clothing,296,270,Electronics,94
Sports,916,858,Electronics,591,924,Sports,733,788,Electronics,656,143,Home,329,329,Sports,745,870,Sports,492,554,Home,964,576,Clothing,394,619,Books,612,544,Sports,933,415,Home,855,418,Books,477,556,Electronics,647,879,Clothing,756,478,Sports,65,860,Books,125
Books,105,335,Books,561,388,Electronics,16,938,Electronics,420,599,Sports,888,511,Books,377,898,Sports,855,561,Sports,269,48,Books,558,189,Clothing,640,964,Clothing,189,202,Electronics,58,24,Electronics,292,159,Home,325,699,Home,685,882,Books,933,692,Home,465
Home,420,583,Books,230,354,Electronics,409,847,Sports,824,267,Electronics,750,794,Electronics,653,278,Sports,771,70,Clothing,237,28,Electronics,302,818,Clothing,124,147,Home,257,478,Clothing,901,889,Sports,9,139,Home,750,907,Electronics,87,804,Books,650,792,Books,821
Sports,373,327,Home,344,814,Home,29,96,Sports,670,63,Home,832,730,Clothing,891,276,Home,487,734,Electronics,208,539,Home,295,173,Sports,45,318,Books,746,535,Sports,414,816,Sports,985,923,Clothing,72,56,Sports,791,999,Home,943,634,Books,844
Sports,27,114,Books,371,270,Electronics,776,524,Sports,229,811,Clothing,945,338,Books,221,718,Clothing,104,867,Clothing,845,722,Sports,57,613,Home,570,41,Home,178,366,Sports,334,322,Sports,531,196,Books,491,617,Clothing,697,207,Electronics,157,183,Books,205
Clothing,968,797,Home,990,269,Sports,980,824,Sports,893,195,Home,630,932,Books,869,931,Home,716,575,Sports,131,504,Books,930,223,Clothing,266,517,Sports,244,61,Clothing,486,439,Home,723,13,Books,875,380,Home,859,254,Books,535,62,Books,448
Home,800,919,Clothing,556,442,Electronics,356,883,Clothing,544,683,Clothing,486,273,Electronics,542,956,Books,164,53,Home,841,505,Clothing,37,101,Books,898,505,Sports,82,384,Electronics,6,249,Books,26,470,Electronics,15,367,Home,587,598,Clothing,783,521,Books,705
Electronics,769,418,Home,292,305,Clothing,379,780,Books,79,641,Sports,839,255,Sports,423,543,Electronics,19,640,Home,363,654,Home,671,402,Sports,179,829,Sports,372,883,Sports,153,685,Home,795,279,Home,253,44,Sports,661,295,Home,447,277,Electronics,952
Books,273,468,Clothing,437,246,Electronics,695,985,Clothing,789,132,Books,609,709,Books,21,681,Home,898,485,Home,983,4,Electronics,673,89,Electronics,707,662,Home,254,262,Sports,999,558,Electronics,518,292,Clothing,816,838,Books,419,314,Sports,305,636,Sports,248
Clothing,649,143,Home,247,178,Electronics,564,565,Books,56,853,Books,152,518,Home,829,451,Electronics,405,348,Books,792,133,Clothing,500,186,Books,920,573,Home,136,326,Sports,374,282,Home,161,757,Clothing,125,875,Home,284,798,Home,838,156,Home,340
Books,340,609,Sports,940,67,Clothing,511,610,Sports,936,25,Sports,484,34,Clothing,980,840,Books,605,544,Clothing,59,492,Sports,203,282,Books,210,346,Electronics,503,19,Clothing,93,582,Books,295,521,Clothing,396,1,Electronics,214,343,Sports,447,195,Sports,924
Electronics,301,309,Clothing,219,277,Sports,347,510,Clothing,861,852,Home,283,309,Home,531,986,Clothing,590,873,Clothing,567,204,Sports,911,273,Clothing,13,820,Sports,188,702,Electronics,527,609,Books,943,298,Sports,543,40,Books,254,39,Electronics,994,598,Home,175
Electronics,480,401,Clothing,534,208,Books,845,264,Books,54,74,Books,299,607,Electronics,345,280,Electronics,403,165,Books,22,992,Books,76,723,Electronics,37,162,Clothing,819,136,Clothing,839,257,Clothing,424,936,Electronics,212,410,Clothing,192,668,Sports,868,732,Clothing,215
Sports,834,320,Books,642,307,Home,922,826,Home,414,210,Clothing,650,165,Books,802,15,Clothing,455,49,Sports,28,743,Books,329,150,Electronics,978,6,Home,151,271,Clothing,790,369,Home,191,432,Books,835,226,Electronics,614,482,Sports,914,913,Electronics,679
Electronics,544,212,Clothing,519,550,Books,618,792,Electronics,473,225,Sports,767,660,Sports,424,869,Books,857,133,Sports,740,644,Books,71,92,Electronics,545,462,Books,130,369,Clothing,975,720,Home,806,991,Electronics,911,22,Electronics,45,537,Sports,107,697,Clothing,877
Books,557,317,Home,784,631,Sports,503,877,Books,532,565,Electronics,13,504,Sports,260,166,Clothing,498,88,Electronics,336,981,Books,724,290,Home,606,92,Electronics,46,187,Books,284,106,Electronics,300,341,Books,853,942,Sports,640,381,Clothing,432,939,Home,325
Home,265,185,Sports,472,538,Sports,25,61,Clothing,202,419,Books,372,954,Books,653,207,Books,869,325,Sports,173,143,Sports,2,34,Home,100,982,Home,661,548,Home,581,831,Clothing,65,437,Clothing,314,389,Books,592,424,Electronics,446,521,Sports,31
Home,542,205,Sports,350,518,Clothing,92,129,Clothing,223,409,Home,957,503,Books,62,245,Sports,485,317,Sports,155,369,Home,288,126,Home,217,814,Electronics,262,534,Books,814,703,Books,45,993,Clothing,288,413,Home,54,469,Home,178,9,Books,334
Sports,596,364,Books,44,274,Books,329,89,Home,129,131,Sports,790,204,Sports,56,492,Books,647,928,Home,299,809,Home,950,230,Sports,254,6,Books,667,906,Electronics,329,617,Clothing,819,7,Books,529,36,Sports,514,508,Books,332,233,Electronics,383
Books,166,216,Home,752,233,Electronics,889,994,Books,330,947,Books,493,187,Clothing,114,372,Books,407,402,Clothing,682,56,Sports,859,948,Books,736,165,Electronics,118,923,Electronics,555,873,Home,818,354,Clothing,649,796,Books,903,222,Books,798,323,Electronics,619
Books,316,246,Home,878,114,Clothing,538,78,Electronics,658,178,Books,310,651,Electronics,887,867,Clothing,709,313,Home,116,608,Electronics,930,286,Sports,34,319,Sports,735,696,Home,230,483,Home,726,413,Clothing,53,48,Clothing,718,696,Electronics,986,911,Clothing,23
Electronics,1,239,Electronics,65,134,Clothing,972,740,Clothing,881,525,Sports,390,606,Clothing,707,550,Electronics,149,479,Clothing,271,52,Books,999,498,Electronics,72,264,Home,407,320,Home,1,664,Sports,424,615,Electronics,733,662,Electronics,975,419,Books,520,941,Sports,406
Books,761,805,Clothing,246,425,Home,602,70,Sports,740,291,Electronics,306,114,Sports,139,721,Sports,728,450,Clothing,538,996,Books,922,692,Books,333,168,Clothing,609,915,Electronics,86,487,Books,868,617,Sports,43,349,Electronics,49,942,Clothing,193,749,Clothing,900
Clothing,261,391,Books,987,825,Clothing,687,685,Sports,441,473,Sports,661,552,Electronics,677,888,Home,560,675,Clothing,811,267,Clothing,388,654,Books,954,638,Home,271,905,Electronics,58,293,Books,768,828,Clothing,922,350,Clothing,144,293,Electronics,976,811,Clothing,407
Electronics,63,520,Sports,585,690,Books,342,393,Books,827,951,Electronics,987,718,Electronics,63,116,Home,826,91,Electronics,696,659,Sports,270,581,Books,996,164,Electronics,194,61,Home,902,342,Books,745,934,Home,435,419,Books,109,887,Home,592,81,Books,134
Clothing,483,983,Electronics,71,25,Sports,897,624,Home,896,146,Sports,812,824,Sports,112,991,Electronics,132,28,Home,294,983,Clothing,747,298,Home,783,132,Home,73,62,Electronics,563,61,Home,425,186,Electronics,486,422,Books,513,777,Clothing,587,186,Clothing,250
Sports,676,590,Home,709,560,Home,448,385,Electronics,128,947,Clothing,994,110,Sports,148,706,Electronics,751,844,Books,833,358,Clothing,107,285,Home,330,849,Sports,925,192,Home,496,168,Sports,7,903,Clothing,106,890,Clothing,479,972,Electronics,913,339,Electronics,566
Home,321,836,Clothing,701,280,Electronics,396,457,Books,141,30,Clothing,198,789,Books,354,5,Sports,896,386,Books,142,780,Books,751,354,Home,929,958,Electronics,559,307,Clothing,625,52,Clothing,727,381,Home,374,173,Books,228,982,Home,93,213,Electronics,255
Sports,846,277,Sports,158,926,Books,920,152,Books,800,40,Sports,263,215,Books,61,770,Books,843,263,Electronics,486,50,Clothing,328,511,Books,48,505,Sports,748,394,Sports,891,149,Home,451,559,Home,803,835,Books,789,215,Clothing,490,528,Clothing,463
Home,201,957,Electronics,938,343,Electronics,542,572,Electronics,470,622,Electronics,502,612,Books,648,514,Electronics,268,276,Home,342,894,Home,934,135,Home,625,984,Home,219,86,Clothing,436,427,Electronics,714,689,Home,655,162,Clothing,707,596,Electronics,754,688,Home,368
Sports,222,202,Home,475,813,Clothing,526,231,Clothing,582,30,Books,547,709,Sports,568,986,Sports,344,241,Electronics,462,77,Home,873,949,Books,820,394,Sports,767,449,Home,764,294,Books,915,501,Home,317,855,Home,981,62,Home,74,995,Books,261
Books,152,214,Sports,842,811,Books,502,466,Sports,161,186,Sports,94,494,Clothing,462,934,Electronics,167,834,Electronics,918,316,Home,314,375,Clothing,785,331,Sports,185,96,Electronics,34,524,Clothing,910,496,Electronics,928,992,Books,50,674,Books,949,906,Sports,365
Clothing,644,606,Sports,25,72,Home,407,432,Clothing,449,344,Books,843,814,Electronics,682,37,Books,683,138,Home,887,267,Home,531,207,Electronics,314,207,Books,841,407,Home,185,80,Electronics,441,829,Sports,285,223,Books,252,648,Sports,428,442,Sports,999
Home,626,478,Home,850,952,Home,130,935,Home,515,602,Sports,64,323,Clothing,791,138,Electronics,897,434,Sports,614,185,Home,619,174,Sports,861,702,Sports,152,512,Books,32,944,Electronics,844,805,Books,872,896,Books,58,77,Sports,575,799,Home,608
Electronics,462,508,Home,583,201,Electronics,131,274,Electronics,389,833,Home,766,416,Home,572,731,Sports,476,781,Books,786,218,Home,958,193,Clothing,149,608,Sports,148,446,Home,457,170,Home,321,120,Sports,43,913,Books,741,460,Sports,126,400,Electronics,941
Clothing,217,976,Books,825,326,Sports,518,105,Clothing,882,353,Electronics,30,860,Clothing,958,840,Books,514,592,Books,332,944,Clothing,484,264,Sports,112,496,Books,57,529,Home,329,381,Electronics,829,163,Electronics,238,643,Home,89,991,Sports,388,876,Clothing,33
Electronics,196,75,Sports,223,33,Home,723,348,Books,987,72,Home,442,4,Home,262,74,Books,22,816,Clothing,54,241,Home,228,696,Electronics,19,199,Books,824,489,Books,969,686,Books,872,827,Books,366,579,Sports,383,438,Home,989,773,Home,83
Clothing,793,982,Home,160,97,Electronics,149,308,Books,524,12,Home,570,884,Home,136,507,Electronics,279,988,Clothing,955,581,Books,554,17,Electronics,319,11,Electronics,123,436,Electronics,519,94,Home,194,19,Sports,595,534,Electronics,410,993,Sports,841,485,Books,1
Clothing,202,669,Electronics,818,557,Sports,276,258,Home,289,392,Electronics,405,487,Electronics,311,99,Clothing,433,989,Books,730,565,Electronics,26,248,Sports,610,932,Clothing,82,768,Books,826,613,Home,180,669,Sports,916,648,Books,771,718,Sports,778,191,Books,535
Sports,995,665,Clothing,75,263,Books,661,357,Home,489,971,Sports,553,410,Electronics,78,152,Clothing,169,971,Home,39,108,Home,471,268,Home,720,464,Books,36,451,Clothing,490,133,Electronics,149,191,Sports,671,302,Electronics,820,13,Books,222,324,Books,972
Home,647,954,Books,138,874,Home,552,233,Electronics,27,78,Electronics,878,634,Home,888,24,Clothing,429,400,Electronics,382,559,Sports,83,55,Clothing,235,823,Clothing,704,288,Books,318,959,Books,925,978,Clothing,833,784,Sports,919,748,Clothing,879,773,Books,821
Home,234,142,Home,918,914,Home,196,164,Clothing,369,274,Electronics,907,799,Sports,534,351,Electronics,501,8,Electronics,252,291,Clothing,342,82,Electronics,703,801,Electronics,253,753,Sports,944,34,Home,202,419,Books,848,674,Clothing,602,479,Electronics,292,784,Sports,428
Clothing,141,590,Clothing,479,70,Electronics,409,304,Books,893,236,Clothing,70,330,Home,150,260,Electronics,423,173,Electronics,11,691,Home,770,90,Clothing,877,360,Clothing,936,898,Electronics,646,936,Home,563,210,Books,576,105,Books,851,166,Electronics,991,199,Clothing,263
Books,708,322,Books,553,813,Home,883,885,Electronics,13,104,Clothing,723,716,Books,410,40,Electronics,573,149,Home,43,229,Electronics,123,126,Clothing,58,803,Home,412,224,Electronics,510,393,Home,566,721,Sports,84,490,Home,350,175,Sports,501,42,Clothing,850
Books,498,694,Sports,303,293,Electronics,636,856,Electronics,366,577,Books,303,189,Electronics,267,398,Home,947,119,Home,290,957,Electronics,657,509,Sports,103,816,Books,565,46,Electronics,162,260,Electronics,2,613,Books,172,519,Clothing,860,233,Books,22,552,Clothing,342
Electronics,555,461,Clothing,910,917,Home,71,803,Books,123,725,Electronics,153,145,Clothing,64,868,Home,733,262,Home,135,143,Home,836,708,Clothing,37,95,Electronics,586,843,Home,994,282,Books,54,32,Home,330,557,Home,256,137,Sports,41,302,Home,496
Electronics,57,707,Books,387,730,Electronics,199,710,Clothing,715,394,Home,800,53,Electronics,526,794,Sports,664,44,Home,482,792,Books,354,610,Books,869,551,Clothing,5,611,Sports,445,737,Home,830,991,Sports,599,190,Books,8,803,Electronics,627,37,Electronics,229
Sports,932,670,Home,472,207,Home,545,849,Sports,254,37,Home,923,942,Sports,146,908,Sports,151,572,Home,536,650,Books,415,732,Books,973,609,Clothing,644,828,Clothing,730,138,Electronics,498,845,Electronics,94,885,Clothing,637,100,Sports,490,331,Home,78
Clothing,504,146,Home,334,172,Books,819,606,Home,715,285,Clothing,174,520,Books,648,116,Books,164,587,Home,496,234,Home,770,642,Electronics,367,293,Clothing,592,979,Home,40,712,Clothing,652,407,Home,376,844,Books,289,476,Home,346,613,Books,283
Electronics,142,54,Books,309,758,Books,602,627,Clothing,676,686,Electronics,780,971,Sports,310,884,Sports,817,538,Clothing,988,174,Sports,821,387,Home,144,495,Books,465,792,Home,388,872,Clothing,398,774,Books,506,982,Books,918,96,Electronics,67,682,Home,100
Electronics,722,356,Sports,528,926,Electronics,465,72,Sports,361,104,Sports,525,840,Clothing,882,27,Sports,892,12,Home,481,715,Clothing,304,10,Sports,123,810,Sports,818,831,Books,174,318,Home,655,419,Home,750,511,Home,857,580,Clothing,912,195,Clothing,898
Clothing,584,277,Books,887,395,Books,968,938,Sports,186,728,Clothing,709,158,Electronics,907,646,Home,392,642,Books,354,915,Home,965,791,Electronics,695,264,Sports,685,803,Home,144,971,Books,526,26,Electronics,746,597,Sports,848,810,Sports,890,924,Electronics,239
Sports,736,821,Electronics,701,256,Electronics,90,970,Books,320,890,Clothing,780,502,Clothing,491,539,Clothing,435,340,Clothing,740,480,Books,447,297,Clothing,590,518,Books,335,486,Electronics,96,904,Electronics,975,155,Electronics,400,737,Electronics,955,241,Clothing,117,440,Books,531
Electronics,539,595,Books,540,264,Electronics,885,848,Sports,434,300,Home,433,595,Books,674,270,Sports,891,39,Clothing,907,170,Books,351,338,Books,977,311,Books,209,223,Electronics,330,789,Home,412,125,Home,298,675,Clothing,962,983,Books,434,275,Clothing,75
Sports,640,400,Books,163,901,Clothing,847,806,Home,634,932,Sports,986,402,Clothing,962,620,Sports,301,495,Clothing,932,874,Sports,491,663,Electronics,796,740,Home,938,466,Home,76,118,Books,296,19,Home,821,716,Books,750,185,Books,57,363,Home,272
Home,106,668,Home,898,264,Books,788,154,Electronics,691,530,Sports,371,825,Home,210,790,Sports,513,92,Home,66,530,Books,946,660,Clothing,473,780,Electronics,93,996,Home,472,294,Home,658,269,Clothing,375,389,Books,263,823,Home,893,569,Clothing,915
Sports,165,516,Sports,829,517,Clothing,787,287,Clothing,644,591,Home,419,520,Books,396,433,Sports,3,551,Electronics,301,390,Clothing,608,248,Sports,339,573,Electronics,287,710,Electronics,583,808,Books,719,657,Electronics,398,606,Books,588,182,Electronics,458,655,Books,203
Books,215,499,Books,952,10,Clothing,711,254,Home,300,928,Home,18,464,Sports,451,532,Home,306,583,Sports,514,784,Sports,211,231,Sports,449,138,Home,439,687,Books,859,549,Electronics,56,776,Home,281,692,Electronics,182,162,Electronics,995,932,Home,559
Books,71,311,Clothing,994,271,Home,952,692,Sports,530,998,Home,466,26,Sports,822,387,Clothing,689,592,Home,532,733,Electronics,757,372,Electronics,751,654,Sports,570,69,Electronics,640,523,Books,56,808,Sports,304,397,Sports,890,177,Sports,331,526,Sports,348
Sports,716,271,Home,55,742,Electronics,568,444,Electronics,18,235,Sports,489,149,Clothing,277,128,Home,147,909,Sports,494,765,Sports,283,854,Electronics,949,501,Books,741,911,Books,188,338,Electronics,537,711,Sports,594,29,Sports,395,147,Books,96,982,Sports,550
Books,665,576,Home,786,312,Sports,749,8,Electronics,476,365,Sports,510,48,Books,723,969,Home,390,925,Books,870,281,Books,467,974,Sports,461,334,Electronics,685,796,Home,890,787,Clothing,73,419,Sports,101,41,Clothing,30,890,Sports,294,973,Sports,615
Home,579,449,Books,455,370,Clothing,1,189,Sports,6,532,Clothing,451,874,Clothing,951,336,Clothing,947,765,Home,55,198,Electronics,977,339,Books,200,701,Electronics,655,255,Sports,894,175,Electronics,407,664,Home,892,530,Books,439,120,Clothing,74,135,Books,831
Clothing,90,112,Clothing,305,567,Home,167,35,Home,187,802,Books,986,563,Home,836,969,Electronics,836,622,Home,165,434,Books,721,897,Books,286,605,Electronics,190,776,Books,607,63,Electronics,733,38,Sports,641,127,Sports,520,525,Books,64,450,Home,283
Books,772,239,Books,102,899,Books,549,802,Sports,703,585,Clothing,171,446,Books,418,689,Sports,86,534,Sports,63,546,Home,588,989,Electronics,704,729,Books,808,406,Sports,698,260,Books,512,825,Electronics,261,659,Sports,652,511,Books,376,792,Electronics,89
Books,874,144,Clothing,554,553,Sports,786,138,Clothing,43,425,Electronics,766,839,Electronics,462,864,Sports,869,944,Books,712,852,Books,546,802,Clothing,302,81,Sports,628,502,Clothing,623,956,Sports,550,473,Clothing,404,112,Books,588,876,Sports,321,585,Books,255
Sports,228,374,Home,775,650,Electronics,968,680,Electronics,250,503,Books,500,43,Sports,944,226,Home,184,550,Clothing,290,312,Sports,381,360,Home,9,330,Electronics,865,328,Clothing,155,61,Home,998,48,Sports,908,709,Home,778,311,Clothing,669,471,Home,818
Home,79,20,Clothing,388,391,Home,591,108,Books,197,354,Sports,816,642,Clothing,730,793,Books,350,100,Clothing,417,574,Clothing,126,250,Sports,816,287,Sports,930,964,Home,416,612,Home,982,945,Books,671,620,Books,377,477,Home,821,149,Sports,441
Clothing,608,576,Books,683,959,Sports,242,308,Electronics,203,163,Clothing,719,405,Home,860,795,Sports,186,962,Books,135,133,Books,293,189,Books,918,308,Sports,947,44,Electronics,405,989,Electronics,378,377,Sports,784,837,Sports,465,45,Electronics,727,403,Sports,904
Sports,349,289,Electronics,208,115,Electronics,134,140,Sports,965,185,Sports,358,574,Sports,209,731,Electronics,270,184,Clothing,517,636,Sports,352,99,Home,47,937,Clothing,600,117,Sports,607,748,Sports,632,425,Electronics,301,592,Sports,142,535,Books,709,473,Clothing,313
Sports,842,593,Electronics,315,575,Electronics,252,361,Sports,777,376,Books,922,4,Books,660,386,Home,597,996,Sports,736,909,Home,548,726,Clothing,367,575,Sports,184,30,Sports,25,783,Sports,284,868,Books,517,688,Home,235,925,Clothing,470,776,Books,299
Home,981,197,Clothing,49,344,Sports,869,155,Books,919,795,Sports,873,821,Sports,208,534,Clothing,513,78,Sports,708,322,Home,592,875,Books,659,676,Sports,408,634,Clothing,911,766,Electronics,50,720,Books,230,776,Electronics,448,321,Clothing,105,905,Home,269
Clothing,894,382,Books,572,410,Home,22,659,Books,779,746,Clothing,961,922,Sports,184,578,Electronics,898,156,Books,445,157,Clothing,74,522,Electronics,478,83,Home,459,896,Sports,51,126,Clothing,553,492,Clothing,168,310,Clothing,772,363,Electronics,347,364,Clothing,161
Home,246,581,Sports,518,546,Sports,779,313,Electronics,189,274,Books,974,725,Electronics,626,304,Books,851,397,Clothing,261,967,Clothing,248,735,Books,3,290,Electronics,540,800,Books,393,537,Electronics,189,369,Sports,677,707,Sports,593,359,Electronics,316,452,Sports,967
Clothing,272,698,Electronics,148,378,Clothing,730,218,Sports,847,917,Clothing,947,779,Electronics,347,181,Books,962,708,Clothing,980,58,Clothing,558,457,Electronics,183,756,Home,818,639,Sports,548,370,Books,17,524,Books,925,643,Electronics,889,29,Electronics,659,900,Sports,546
Home,403,679,Home,799,764,Electronics,72,566,Electronics,473,658,Clothing,355,49,Home,403,119,Books,222,80,Home,1,667,Books,80,842,Electronics,587,880,Sports,84,643,Electronics,564,741,Clothing,809,869,Books,397,54,Home,696,477,Books,162,408,Home,78
Sports,669,717,Books,211,456,Books,521,527,Home,273,667,Sports,905,251,Home,918,897,Clothing,135,130,Clothing,584,920,Home,603,716,Sports,652,22,Books,115,642,Electronics,324,535,Electronics,462,21,Sports,118,257,Sports,924,509,Home,976,535,Home,513
Sports,116,492,Books,372,423,Sports,909,223,Sports,690,735,Books,475,76,Clothing,387,950,Electronics,921,428,Electronics,172,633,Sports,810,920,Clothing,62,212,Sports,564,354,Home,163,426,Sports,863,391,Clothing,302,837,Books,886,877,Sports,122,272,Electronics,485
Electronics,435,164,Electronics,662,444,Sports,899,366,Electronics,949,924,Sports,745,42,Electronics,288,551,Books,195,945,Home,133,440,Clothing,358,887,Electronics,755,57,Books,344,143,Electronics,137,528,Books,368,973,Sports,186,458,Clothing,770,849,Books,540,263,Home,724
Books,530,606,Sports,597,197,Electronics,963,933,Sports,90,97,Books,160,332,Books,121,522,Books,584,494,Electronics,72,37,Electronics,228,856,Books,253,630,Sports,63,897,Electronics,484,390,Books,523,31,Books,64,508,Sports,211,166,Books,200,96,Electronics,811
Home,442,249,Home,978,868,Electronics,647,701,Sports,270,505,Electronics,581,924,Clothing,909,248,Home,954,227,Electronics,748,918,Sports,966,733,Electronics,915,100,Electronics,43,284,Electronics,851,789,Sports,191,581,Books,915,849,Sports,276,797,Clothing,497,831,Electronics,554
Electronics,172,68,Sports,672,363,Sports,707,402,Clothing,551,143,Electronics,569,168,Books,77,780,Clothing,60,404,Electronics,267,602,Electronics,214,353,Books,492,834,Home,444,343,Books,34,728,Sports,63,847,Electronics,366,49,Home,190,453,Clothing,471,225,Books,313
Books,16,855,Home,47,410,Books,971,733,Electronics,120,429,Books,702,943,Electronics,410,933,Books,442,274,Books,800,479,Home,329,25,Sports,775,357,Books,984,177,Electronics,37,173,Clothing,444,562,Sports,786,461,Books,901,610,Clothing,903,512,Books,357
Home,961,21,Electronics,674,764,Electronics,814,812,Sports,567,559,Sports,96,306,Books,675,302,Clothing,691,776,Clothing,824,857,Clothing,520,3,Clothing,544,922,Sports,917,159,Books,429,209,Home,557,528,Home,127,414,Sports,124,320,Electronics,550,797,Books,187
Clothing,752,831,Books,499,574,Electronics,570,347,Books,240,375,Home,671,685,Books,691,785,Books,12,663,Home,532,963,Electronics,39,220,Home,239,667,Books,642,168,Clothing,634,165,Clothing,772,919,Home,147,318,Home,416,873,Clothing,757,689,Electronics,598
Books,898,512,Home,155,394,Clothing,796,870,Books,265,804,Books,710,398,Electronics,299,387,Sports,228,374,Sports,441,827,Sports,332,195,Books,785,29,Sports,52,711,Sports,918,155,Electronics,222,234,Sports,112,907,Home,467,114,Electronics,465,473,Electronics,75
Sports,56,597,Books,230,737,Home,501,384,Clothing,191,531,Clothing,53,489,Electronics,631,341,Sports,208,109,Books,767,84,Home,588,538,Home,399,170,Sports,543,921,Books,466,26,Clothing,731,297,Sports,606,829,Electronics,539,867,Electronics,994,736,Sports,203
Electronics,591,390,Clothing,300,509,Clothing,799,852,Sports,283,867,Electronics,312,380,Sports,590,844,Electronics,772,815,Home,167,842,Home,960,471,Books,876,594,Books,964,572,Electronics,250,464,Sports,815,667,Clothing,899,364,Clothing,831,389,Home,989,208,Electronics,361
Books,103,536,Clothing,158,868,Books,308,661,Electronics,675,736,Books,223,84,Books,931,187,Electronics,705,307,Electronics,420,82,Home,305,607,Electronics,555,577,Electronics,661,809,Clothing,769,277,Electronics,481,298,Clothing,630,700,Sports,523,271,Clothing,572,526,Electronics,788
Books,284,111,Electronics,673,566,Home,251,797,Electronics,859,45,Books,863,797,Clothing,980,752,Clothing,410,635,Books,187,481,Sports,339,886,Home,582,44,Books,147,930,Home,743,786,Electronics,29,678,Clothing,774,688,Electronics,228,354,Clothing,52,286,Electronics,738
Sports,705,949,Electronics,923,671,Sports,905,107,Books,757,103,Books,812,296,Home,394,667,Clothing,97,343,Home,486,359,Home,333,247,Sports,364,356,Clothing,134,253,Home,176,989,Books,38,940,Clothing,563,651,Books,114,932,Books,830,806,Clothing,49
Home,517,863,Electronics,247,294,Books,603,783,Home,464,252,Clothing,574,74,Sports,724,527,Home,645,153,Clothing,283,863,Home,812,388,Clothing,93,499,Books,232,63,Home,202,695,Clothing,84,673,Clothing,154,119,Books,782,864,Sports,315,435,Electronics,184
Clothing,618,595,Clothing,568,882,Books,204,342,Sports,828,569,Sports,316,115,Home,471,741,Clothing,28,361,Clothing,550,46,Electronics,347,608,Home,725,305,Home,185,426,Electronics,908,302,Clothing,865,448,Sports,957,626,Clothing,863,375,Electronics,404,664,Books,972
